Date	  Name      Time      Oil       Aqua
Aug-85    352P      744       1191      1191      
Aug-85    37P       744       2813      2813      
Sep-85    352P      672       950       950       
Sep-85    37P       672       950       950       
Oct-85    352P      144       30        30        
Oct-85    37P       144       170       170       
Nov-85    352P      600       121       121       
Nov-85    37P       720       479       479       
Dec-85    352P      744       143       143       
Dec-85    37P       744       357       357       
Jan-86    352P      720       142       142       
Jan-86    37P       720       358       358       
Feb-86    352P      744       170       170       
Feb-86    37P       744       430       430       
Mar-86    352P      744       171       171       
Mar-86    37P       744       429       429       
Apr-86    352P      720       171       171       
Apr-86    37P       720       429       429       
May-86    352P      744       285       285       
May-86    37P       744       315       315       
Jun-86    352P      720       285       285       
Jun-86    37P       720       315       315       
Jul-86    352P      72        57        57        
Jul-86    37P       744       410       410       
Jul-86    644       456       595       595       
Jul-86    667       144       151       151       
Jul-86    692       24        25        25        
Aug-86    352P      744       1648      1648      
Aug-86    37P       744       2747      2747      
Aug-86    643       360       578       584       
Aug-86    644       744       494       494       
Aug-86    666       480       1228      1240      
Aug-86    667       744       208       692       
Aug-86    692       744       690       690       
Aug-86    693       72        107       114       
Sep-86    352P      696       1678      1678      
Sep-86    37P       696       2793      2793      
Sep-86    643       696       1217      1230      
Sep-86    644       696       502       502       
Sep-86    665       120       136       136       
Sep-86    666       696       1935      1955      
Sep-86    667       24        8         25        
Sep-86    692       696       702       702       
Sep-86    693       696       1129      1204      
Oct-86    352P      744       2106      2106      
Oct-86    370P      48        47        47        
Oct-86    37P       744       3506      3506      
Oct-86    593       288       281       281       
Oct-86    618       288       281       281       
Oct-86    643       744       1527      1543      
Oct-86    644       744       632       632       
Oct-86    665       744       987       987       
Oct-86    666       744       2430      2455      
Oct-86    667       144       85        106       
Oct-86    669       384       375       375       
Oct-86    692       744       883       883       
Oct-86    693       744       1416      1510      
Oct-86    695       696       544       680       
Nov-86    352P      720       1726      1726      
Nov-86    370P      720       305       305       
Nov-86    37P       720       3172      3172      
Nov-86    593       720       1371      1371      
Nov-86    618       720       595       595       
Nov-86    641       96        61        61        
Nov-86    643       720       1381      1395      
Nov-86    644       720       609       609       
Nov-86    664       48        20        20        
Nov-86    665       720       507       507       
Nov-86    666       720       1508      1523      
Nov-86    667       24        24        30        
Nov-86    669       720       595       595       
Nov-86    691       576       305       305       
Nov-86    692       720       725       725       
Nov-86    693       720       381       381       
Nov-86    694       504       267       267       
Nov-86    695       720       448       457       
Dec-86    352P      744       2161      2161      
Dec-86    370P      744       366       366       
Dec-86    37P       744       3963      3963      
Dec-86    593       744       1647      1647      
Dec-86    595       600       1452      1452      
Dec-86    618       744       433       433       
Dec-86    641       744       216       216       
Dec-86    643       744       1659      1676      
Dec-86    644       744       93        466       
Dec-86    664       744       366       366       
Dec-86    665       744       608       608       
Dec-86    666       744       519       1298      
Dec-86    667       744       287       359       
Dec-86    669       744       715       715       
Dec-86    691       744       504       504       
Dec-86    692       744       872       872       
Dec-86    693       744       457       457       
Dec-86    694       744       719       719       
Dec-86    695       744       537       549       
Dec-86    719       168       163       163       
Dec-86    770       168       163       163       
Jan-87    352P      720       1651      1651      
Jan-87    370P      720       391       391       
Jan-87    37P       720       3302      3302      
Jan-87    593       720       1757      1757      
Jan-87    595       624       228       228       
Jan-87    618       648       207       207       
Jan-87    639       96        44        44        
Jan-87    641       720       231       231       
Jan-87    643       720       1143      1155      
Jan-87    644       720       100       503       
Jan-87    664       648       296       296       
Jan-87    665       648       237       237       
Jan-87    666       720       397       992       
Jan-87    667       720       39        385       
Jan-87    669       648       296       296       
Jan-87    691       720       857       857       
Jan-87    692       720       931       931       
Jan-87    693       720       488       488       
Jan-87    694       720       768       768       
Jan-87    695       672       210       214       
Jan-87    719       720       659       659       
Jan-87    770       720       768       768       
Feb-87    352P      744       1162      1162      
Feb-87    370P      744       276       276       
Feb-87    37P       744       2531      2531      
Feb-87    593       744       1117      1117      
Feb-87    618       192       71        71        
Feb-87    639       744       1075      1075      
Feb-87    641       96        21        21        
Feb-87    642       168       95        95        
Feb-87    643       744       959       969       
Feb-87    644       744       71        358       
Feb-87    666       744       421       1054      
Feb-87    667       96        3         35        
Feb-87    668       576       326       326       
Feb-87    670       168       95        95        
Feb-87    691       744       358       358       
Feb-87    692       600       207       207       
Feb-87    693       528       244       244       
Feb-87    694       744       780       780       
Feb-87    719       744       653       653       
Feb-87    770       48        35        35        
Mar-87    352P      744       670       670       
Mar-87    370P      744       239       239       
Mar-87    37P       744       1880      1880      
Mar-87    593       744       969       969       
Mar-87    618       744       237       237       
Mar-87    639       744       1074      1074      
Mar-87    642       744       644       644       
Mar-87    643       744       1116      1128      
Mar-87    644       360       27        148       
Mar-87    645       240       423       450       
Mar-87    664       24        14        17        
Mar-87    666       744       484       1210      
Mar-87    668       744       1209      1209      
Mar-87    670       744       291       364       
Mar-87    691       408       287       287       
Mar-87    692       312       6         115       
Mar-87    694       744       676       676       
Mar-87    696       480       606       606       
Mar-87    718       48        26        26        
Mar-87    719       744       806       806       
Mar-87    746       240       312       312       
Mar-87    769       192       234       312       
Apr-87    352P      720       706       706       
Apr-87    370P      720       253       253       
Apr-87    37P       720       1980      1980      
Apr-87    577       216       342       342       
Apr-87    578       168       236       236       
Apr-87    593       720       1022      1022      
Apr-87    614       672       609       609       
Apr-87    618       720       249       249       
Apr-87    639       720       1132      1132      
Apr-87    642       720       680       680       
Apr-87    643       360       529       536       
Apr-87    645       720       1382      1470      
Apr-87    664       600       501       535       
Apr-87    666       720       510       1275      
Apr-87    668       720       1274      1274      
Apr-87    670       720       307       384       
Apr-87    691       720       565       565       
Apr-87    692       504       8         800       
Apr-87    694       720       712       712       
Apr-87    696       720       990       990       
Apr-87    718       720       426       426       
Apr-87    719       720       850       850       
Apr-87    720       360       441       441       
Apr-87    721       48        28        28        
Apr-87    722       216       294       294       
Apr-87    746       720       1019      1019      
Apr-87    769       720       955       1273      
May-87    352P      744       602       602       
May-87    370P      744       240       240       
May-87    37P       744       1930      1930      
May-87    577       744       844       844       
May-87    578       336       370       370       
May-87    593       739       781       781       
May-87    614       739       566       566       
May-87    618       504       245       245       
May-87    639       739       719       719       
May-87    640       24        23        23        
May-87    642       744       844       844       
May-87    645       739       761       761       
May-87    664       24        1         20        
May-87    666       739       784       784       
May-87    668       720       634       634       
May-87    670       744       603       2413      
May-87    691       744       1086      1086      
May-87    692       24        1         36        
May-87    694       739       784       784       
May-87    696       744       1326      1326      
May-87    718       744       724       724       
May-87    719       739       657       657       
May-87    720       744       724       724       
May-87    721       744       362       362       
May-87    722       744       602       602       
May-87    746       744       602       602       
May-87    769       744       1085      1206      
Jun-87    352P      720       598       598       
Jun-87    370P      720       238       238       
Jun-87    37P       720       1912      1912      
Jun-87    577       720       1384      1384      
Jun-87    578       720       277       277       
Jun-87    579       168       251       251       
Jun-87    593       648       861       861       
Jun-87    594       72        18        18        
Jun-87    614       576       369       369       
Jun-87    618       96        115       115       
Jun-87    639       480       547       547       
Jun-87    640       720       185       185       
Jun-87    642       720       1229      1229      
Jun-87    645       648       1023      1023      
Jun-87    666       672       1147      1147      
Jun-87    668       672       1003      1003      
Jun-87    670       720       653       2613      
Jun-87    691       720       798       798       
Jun-87    694       720       1260      1260      
Jun-87    696       720       1537      1537      
Jun-87    718       600       617       617       
Jun-87    719       720       1537      1537      
Jun-87    720       720       1720      1720      
Jun-87    721       720       430       430       
Jun-87    722       720       1537      1537      
Jun-87    723       456       584       584       
Jun-87    724       144       228       228       
Jun-87    743       240       512       512       
Jun-87    744       696       1783      1783      
Jun-87    746       24        18        18        
Jun-87    747       72        108       108       
Jun-87    748       168       144       144       
Jun-87    749       432       1014      1014      
Jun-87    750       240       358       358       
Jun-87    768       456       973       973       
Jun-87    769       720       890       890       
Jun-87    770       408       871       871       
Jun-87    771       144       246       246       
Jun-87    773       240       614       614       
Jun-87    774       192       385       385       
Jun-87    775       24        26        26        
Jul-87    3005      288       237       237       
Jul-87    3007      216       104       104       
Jul-87    352P      744       633       633       
Jul-87    370P      744       272       272       
Jul-87    37P       744       2081      2081      
Jul-87    577       744       950       950       
Jul-87    578       480       394       394       
Jul-87    579       504       214       214       
Jul-87    593       744       1629      1629      
Jul-87    594       744       272       272       
Jul-87    614       360       329       329       
Jul-87    618       240       291       291       
Jul-87    619       264       200       200       
Jul-87    620       264       200       200       
Jul-87    639       192       72        72        
Jul-87    640       408       75        75        
Jul-87    642       744       340       340       
Jul-87    645       96        37        37        
Jul-87    666       744       2081      2081      
Jul-87    668       696       1752      1752      
Jul-87    670       744       283       1131      
Jul-87    691       744       679       679       
Jul-87    694       744       1583      1583      
Jul-87    696       744       1130      1130      
Jul-87    717       120       73        73        
Jul-87    718       240       154       154       
Jul-87    719       744       972       972       
Jul-87    720       744       723       723       
Jul-87    721       744       679       679       
Jul-87    722       744       904       904       
Jul-87    723       744       1765      1765      
Jul-87    724       744       2148      2148      
Jul-87    743       744       2599      2599      
Jul-87    744       744       1877      1877      
Jul-87    747       744       1583      1583      
Jul-87    748       480       299       299       
Jul-87    749       744       1221      1221      
Jul-87    750       24        26        26        
Jul-87    768       744       1086      1086      
Jul-87    769       744       769       769       
Jul-87    770       456       175       175       
Jul-87    771       744       1175      1175      
Jul-87    772       48        2         19        
Jul-87    773       744       2036      2036      
Jul-87    774       744       815       815       
Jul-87    775       744       2081      2081      
Aug-87    3005      192       123       123       
Aug-87    3007      744       415       415       
Aug-87    352P      744       530       530       
Aug-87    370P      744       230       230       
Aug-87    37P       744       1708      1708      
Aug-87    577       744       970       970       
Aug-87    578       168       83        83        
Aug-87    579       648       121       121       
Aug-87    593       744       1385      1385      
Aug-87    594       744       277       277       
Aug-87    595       504       140       156       
Aug-87    599       24        19        19        
Aug-87    614       312       90        90        
Aug-87    618       744       1385      1385      
Aug-87    619       744       693       693       
Aug-87    620       744       831       831       
Aug-87    639       312       74        74        
Aug-87    640       240       127       127       
Aug-87    642       744       415       415       
Aug-87    644       96        24        24        
Aug-87    645       744       277       277       
Aug-87    666       744       1847      1847      
Aug-87    668       744       1615      1615      
Aug-87    670       744       213       576       
Aug-87    674       336       396       396       
Aug-87    691       744       646       646       
Aug-87    694       744       1385      1385      
Aug-87    696       744       1847      1847      
Aug-87    698       360       480       480       
Aug-87    699       336       188       188       
Aug-87    700       360       558       558       
Aug-87    717       744       530       530       
Aug-87    718       24        11        11        
Aug-87    719       744       1039      1039      
Aug-87    720       744       970       970       
Aug-87    721       744       392       392       
Aug-87    722       744       507       507       
Aug-87    723       744       1847      1847      
Aug-87    724       744       2078      2078      
Aug-87    743       744       2078      2078      
Aug-87    744       744       1615      1615      
Aug-87    747       744       1180      1180      
Aug-87    749       744       1615      1615      
Aug-87    768       744       1223      1223      
Aug-87    769       744       970       970       
Aug-87    770       624       442       442       
Aug-87    771       744       1708      1708      
Aug-87    772       240       78        106       
Aug-87    773       744       1662      1662      
Aug-87    774       744       1015      1015      
Aug-87    775       744       2148      2148      
Sep-87    3005      672       358       358       
Sep-87    3007      672       324       324       
Sep-87    352P      672       578       578       
Sep-87    370P      672       240       240       
Sep-87    37P       672       1252      1252      
Sep-87    577       672       1085      1085      
Sep-87    578       672       47        47        
Sep-87    579       480       430       430       
Sep-87    582       168       121       121       
Sep-87    593       672       940       940       
Sep-87    594       504       488       488       
Sep-87    595       624       545       545       
Sep-87    598       312       223       223       
Sep-87    599       672       433       433       
Sep-87    600       384       275       275       
Sep-87    614       672       843       843       
Sep-87    618       672       1060      1060      
Sep-87    619       672       506       506       
Sep-87    620       672       506       506       
Sep-87    639       576       82        82        
Sep-87    640       672       482       482       
Sep-87    642       672       963       963       
Sep-87    644       576       268       268       
Sep-87    645       216       69        69        
Sep-87    664       288       103       103       
Sep-87    666       672       1952      1952      
Sep-87    668       672       1493      1493      
Sep-87    670       672       405       1013      
Sep-87    674       672       1035      1035      
Sep-87    691       672       818       818       
Sep-87    694       672       1446      1446      
Sep-87    696       672       868       868       
Sep-87    698       672       926       926       
Sep-87    699       672       837       837       
Sep-87    700       672       1287      1287      
Sep-87    717       672       1469      1469      
Sep-87    719       672       1493      1493      
Sep-87    720       672       697       697       
Sep-87    721       672       915       915       
Sep-87    722       672       868       868       
Sep-87    723       672       891       891       
Sep-87    724       672       1493      1493      
Sep-87    725       144       181       181       
Sep-87    743       672       1638      1638      
Sep-87    744       672       1257      1257      
Sep-87    747       600       209       209       
Sep-87    749       672       963       963       
Sep-87    751       312       336       336       
Sep-87    752       144       181       181       
Sep-87    768       672       834       834       
Sep-87    769       672       940       940       
Sep-87    770       672       650       650       
Sep-87    771       672       1012      1012      
Sep-87    772       672       240       240       
Sep-87    773       672       1614      1614      
Sep-87    774       672       1012      1012      
Sep-87    775       672       1638      1638      
Sep-87    776       168       181       181       
Oct-87    3005      744       968       968       
Oct-87    3007      744       968       968       
Oct-87    352P      744       445       445       
Oct-87    370P      744       214       214       
Oct-87    37P       744       1721      1721      
Oct-87    566       168       219       219       
Oct-87    567       24        24        24        
Oct-87    577       744       852       852       
Oct-87    578       408       113       113       
Oct-87    579       504       347       347       
Oct-87    582       744       194       969       
Oct-87    593       744       1291      1291      
Oct-87    594       744       581       581       
Oct-87    595       480       298       298       
Oct-87    596       432       500       500       
Oct-87    597       696       966       966       
Oct-87    598       744       429       429       
Oct-87    599       744       537       537       
Oct-87    600       744       1075      1075      
Oct-87    601       168       219       219       
Oct-87    614       744       752       752       
Oct-87    618       744       645       645       
Oct-87    619       384       429       429       
Oct-87    620       744       860       860       
Oct-87    622       24        28        28        
Oct-87    624       24        28        28        
Oct-87    639       528       763       763       
Oct-87    640       384       220       220       
Oct-87    642       744       968       968       
Oct-87    644       264       92        92        
Oct-87    646       696       1006      1006      
Oct-87    647       24        28        28        
Oct-87    664       480       347       347       
Oct-87    666       744       1936      1936      
Oct-87    668       732       1364      1364      
Oct-87    670       744       632       1808      
Oct-87    674       732       1106      1106      
Oct-87    691       732       679       679       
Oct-87    694       744       1291      1291      
Oct-87    696       744       1634      1634      
Oct-87    698       744       1398      1398      
Oct-87    699       24        22        22        
Oct-87    700       732       1075      1075      
Oct-87    717       744       1656      1656      
Oct-87    719       732       1751      1751      
Oct-87    720       744       1936      1936      
Oct-87    721       744       1505      1505      
Oct-87    722       744       2044      2044      
Oct-87    723       336       309       309       
Oct-87    724       732       1195      1195      
Oct-87    725       96        48        48        
Oct-87    743       744       1355      1355      
Oct-87    744       732       1303      1303      
Oct-87    745       552       479       479       
Oct-87    747       732       181       181       
Oct-87    749       744       1033      1033      
Oct-87    751       744       1505      1505      
Oct-87    752       120       54        54        
Oct-87    768       744       1678      1678      
Oct-87    769       744       723       723       
Oct-87    770       72        58        58        
Oct-87    771       744       1506      1506      
Oct-87    772       744       185       185       
Oct-87    773       744       1721      1721      
Oct-87    774       744       779       779       
Oct-87    775       732       1227      1227      
Oct-87    776       744       1505      1505      
Nov-87    3005      720       759       759       
Nov-87    3007      720       741       741       
Nov-87    352P      720       273       273       
Nov-87    370P      720       285       285       
Nov-87    37P       720       1054      1054      
Nov-87    566       720       855       855       
Nov-87    567       720       721       721       
Nov-87    577       720       664       664       
Nov-87    578       360       332       332       
Nov-87    579       712       741       741       
Nov-87    582       720       114       760       
Nov-87    584       672       567       567       
Nov-87    593       720       1044      1044      
Nov-87    594       720       474       474       
Nov-87    596       720       664       664       
Nov-87    597       720       759       759       
Nov-87    598       714       369       369       
Nov-87    599       720       664       664       
Nov-87    600       720       855       855       
Nov-87    601       720       1044      1044      
Nov-87    614       720       664       664       
Nov-87    618       720       570       570       
Nov-87    619       360       379       379       
Nov-87    620       720       949       949       
Nov-87    622       720       570       570       
Nov-87    624       720       664       664       
Nov-87    639       720       816       816       
Nov-87    640       372       302       302       
Nov-87    642       720       759       759       
Nov-87    644       720       285       285       
Nov-87    646       720       949       949       
Nov-87    647       720       759       759       
Nov-87    664       456       212       212       
Nov-87    666       720       1902      1902      
Nov-87    668       720       664       664       
Nov-87    669       72        27        38        
Nov-87    670       720       465       1329      
Nov-87    672       120       95        95        
Nov-87    673       408       376       376       
Nov-87    674       714       747       747       
Nov-87    691       576       297       297       
Nov-87    694       720       1044      1044      
Nov-87    696       720       1368      1368      
Nov-87    697       312       272       272       
Nov-87    698       720       1140      1140      
Nov-87    699       300       190       190       
Nov-87    700       720       855       855       
Nov-87    717       720       1016      1016      
Nov-87    719       714       1677      1677      
Nov-87    720       720       1519      1519      
Nov-87    721       600       561       561       
Nov-87    722       720       1051      1051      
Nov-87    724       714       925       925       
Nov-87    725       624       188       188       
Nov-87    743       720       1044      1044      
Nov-87    744       648       1110      1110      
Nov-87    745       720       1140      1140      
Nov-87    747       372       241       241       
Nov-87    749       720       759       759       
Nov-87    751       706       864       864       
Nov-87    752       576       236       236       
Nov-87    768       720       835       835       
Nov-87    769       720       550       550       
Nov-87    770       720       949       949       
Nov-87    771       720       1801      1801      
Nov-87    772       714       1044      1044      
Nov-87    773       720       1425      1425      
Nov-87    774       720       1519      1519      
Nov-87    775       720       1329      1329      
Nov-87    776       720       1044      1044      
Nov-87    797       120       95        95        
Nov-87    798       264       209       209       
Nov-87    799       72        57        57        
Nov-87    822       240       190       190       
Nov-87    848       264       209       209       
Nov-87    849       120       98        98        
Nov-87    850       24        16        16        
Dec-87    3005      744       758       758       
Dec-87    3007      744       715       715       
Dec-87    352P      744       197       197       
Dec-87    370P      744       325       325       
Dec-87    37P       744       1191      1191      
Dec-87    566       744       758       758       
Dec-87    567       744       650       650       
Dec-87    577       744       866       866       
Dec-87    578       744       650       650       
Dec-87    579       744       758       758       
Dec-87    582       744       118       781       
Dec-87    584       744       715       715       
Dec-87    593       744       1082      1082      
Dec-87    594       744       541       541       
Dec-87    596       744       758       758       
Dec-87    597       744       1040      1040      
Dec-87    598       744       650       650       
Dec-87    599       744       1408      1408      
Dec-87    600       744       975       975       
Dec-87    601       744       1082      1082      
Dec-87    614       744       480       480       
Dec-87    618       744       866       866       
Dec-87    619       372       432       432       
Dec-87    620       744       866       866       
Dec-87    622       744       693       693       
Dec-87    623       360       419       419       
Dec-87    624       744       758       758       
Dec-87    625       168       186       186       
Dec-87    639       744       650       650       
Dec-87    640       372       563       563       
Dec-87    642       744       650       650       
Dec-87    644       744       758       758       
Dec-87    646       744       758       758       
Dec-87    647       744       1300      1300      
Dec-87    664       624       545       545       
Dec-87    666       744       1951      1951      
Dec-87    668       744       480       480       
Dec-87    669       744       607       867       
Dec-87    670       744       423       1410      
Dec-87    671       408       451       451       
Dec-87    672       744       1408      1408      
Dec-87    673       744       1082      1082      
Dec-87    674       744       325       325       
Dec-87    691       72        55        55        
Dec-87    694       744       1300      1300      
Dec-87    696       744       866       866       
Dec-87    697       744       866       866       
Dec-87    698       744       368       368       
Dec-87    699       420       301       301       
Dec-87    700       624       204       204       
Dec-87    717       744       735       735       
Dec-87    719       744       1733      1733      
Dec-87    720       744       1733      1733      
Dec-87    721       744       1408      1408      
Dec-87    722       744       1082      1082      
Dec-87    724       744       1191      1191      
Dec-87    725       384       390       390       
Dec-87    743       744       1082      1082      
Dec-87    745       744       1191      1191      
Dec-87    747       228       107       107       
Dec-87    749       744       758       758       
Dec-87    751       696       898       898       
Dec-87    752       384       348       348       
Dec-87    768       744       953       953       
Dec-87    769       744       563       563       
Dec-87    770       744       1386      1733      
Dec-87    771       744       1304      1304      
Dec-87    772       744       1082      1082      
Dec-87    773       744       1733      1733      
Dec-87    774       744       1625      1625      
Dec-87    775       744       1300      1300      
Dec-87    776       744       755       755       
Dec-87    797       744       541       541       
Dec-87    798       744       476       476       
Dec-87    799       744       412       412       
Dec-87    800       240       244       244       
Dec-87    801       216       220       220       
Dec-87    803       144       189       189       
Dec-87    822       744       650       650       
Dec-87    823       504       440       440       
Dec-87    825       72        73        73        
Dec-87    828       72        84        84        
Dec-87    848       744       432       432       
Dec-87    849       744       425       425       
Dec-87    850       744       342       342       
Dec-87    854       96        120       120       
Dec-87    855       120       147       147       
Jan-88    3005      720       731       731       
Jan-88    3007      720       690       690       
Jan-88    352P      720       687       687       
Jan-88    370P      720       298       298       
Jan-88    37P       720       1195      1195      
Jan-88    566       720       731       731       
Jan-88    567       720       628       628       
Jan-88    568       96        120       120       
Jan-88    577       648       967       967       
Jan-88    578       720       956       956       
Jan-88    579       720       731       731       
Jan-88    582       720       8         758       
Jan-88    583       72        96        96        
Jan-88    584       720       690       690       
Jan-88    593       720       1045      1045      
Jan-88    594       720       657       657       
Jan-88    596       720       731       731       
Jan-88    597       720       1005      1005      
Jan-88    598       720       628       628       
Jan-88    599       720       1359      1359      
Jan-88    600       720       942       942       
Jan-88    601       720       1045      1045      
Jan-88    614       720       897       897       
Jan-88    618       720       836       836       
Jan-88    619       360       836       836       
Jan-88    620       720       836       836       
Jan-88    621       24        30        30        
Jan-88    622       432       411       411       
Jan-88    623       720       836       836       
Jan-88    624       720       731       731       
Jan-88    625       720       793       795       
Jan-88    639       720       628       628       
Jan-88    640       360       543       543       
Jan-88    642       720       628       628       
Jan-88    644       624       783       783       
Jan-88    646       720       731       731       
Jan-88    647       720       1254      1254      
Jan-88    648       168       278       278       
Jan-88    649       168       196       196       
Jan-88    650       384       797       797       
Jan-88    664       336       516       516       
Jan-88    666       720       1889      1889      
Jan-88    668       720       463       463       
Jan-88    669       720       585       835       
Jan-88    670       720       925       1360      
Jan-88    671       720       795       795       
Jan-88    672       720       1359      1359      
Jan-88    673       720       1042      1045      
Jan-88    674       720       687       687       
Jan-88    691       504       879       879       
Jan-88    694       720       1251      1254      
Jan-88    696       720       835       836       
Jan-88    697       720       836       836       
Jan-88    698       624       306       307       
Jan-88    699       720       607       607       
Jan-88    700       552       688       688       
Jan-88    717       720       708       708       
Jan-88    719       720       1166      1166      
Jan-88    720       720       1673      1673      
Jan-88    721       720       1359      1359      
Jan-88    722       720       1045      1045      
Jan-88    724       720       1150      1150      
Jan-88    725       360       377       377       
Jan-88    743       720       1045      1045      
Jan-88    745       720       1150      1150      
Jan-88    749       720       731       731       
Jan-88    752       240       248       248       
Jan-88    768       720       920       920       
Jan-88    769       720       543       543       
Jan-88    770       720       502       1673      
Jan-88    771       720       1257      1259      
Jan-88    772       720       1045      1045      
Jan-88    773       720       1664      1672      
Jan-88    774       720       1570      1570      
Jan-88    775       720       1254      1254      
Jan-88    776       720       729       729       
Jan-88    797       720       522       522       
Jan-88    798       720       460       460       
Jan-88    799       720       398       398       
Jan-88    800       720       731       731       
Jan-88    801       720       696       731       
Jan-88    803       720       942       942       
Jan-88    804       432       753       753       
Jan-88    822       720       628       628       
Jan-88    823       720       628       628       
Jan-88    825       720       731       731       
Jan-88    828       720       836       836       
Jan-88    829       120       190       190       
Jan-88    848       720       418       418       
Jan-88    849       720       410       410       
Jan-88    850       720       331       331       
Jan-88    851       624       1011      1011      
Jan-88    852       384       558       558       
Jan-88    854       720       895       900       
Jan-88    855       720       879       879       
Jan-88    856       120       200       200       
Feb-88    3005      744       637       637       
Feb-88    3007      744       600       600       
Feb-88    352P      744       597       597       
Feb-88    370P      744       259       259       
Feb-88    37P       744       1039      1039      
Feb-88    566       744       637       637       
Feb-88    567       744       546       546       
Feb-88    568       744       781       781       
Feb-88    577       648       973       973       
Feb-88    578       744       831       831       
Feb-88    579       744       637       637       
Feb-88    582       744       8         709       
Feb-88    583       744       831       831       
Feb-88    584       744       600       600       
Feb-88    593       744       909       909       
Feb-88    594       648       645       645       
Feb-88    596       744       637       637       
Feb-88    597       744       874       874       
Feb-88    598       552       528       528       
Feb-88    599       744       1181      1181      
Feb-88    600       648       713       713       
Feb-88    601       744       909       909       
Feb-88    603       360       466       466       
Feb-88    614       744       781       781       
Feb-88    618       744       727       727       
Feb-88    619       372       727       727       
Feb-88    620       744       727       727       
Feb-88    621       24        25        25        
Feb-88    622       696       1265      1265      
Feb-88    623       744       727       727       
Feb-88    624       744       637       637       
Feb-88    625       744       690       692       
Feb-88    639       744       546       546       
Feb-88    640       372       473       473       
Feb-88    642       744       703       703       
Feb-88    644       744       936       936       
Feb-88    646       744       637       637       
Feb-88    647       168       246       246       
Feb-88    648       744       1039      1039      
Feb-88    649       312       305       305       
Feb-88    650       744       1300      1300      
Feb-88    652       360       504       504       
Feb-88    653       360       479       479       
Feb-88    664       744       961       961       
Feb-88    666       744       1631      1631      
Feb-88    668       744       403       403       
Feb-88    669       744       508       726       
Feb-88    670       744       804       1183      
Feb-88    671       744       692       692       
Feb-88    672       744       1181      1181      
Feb-88    673       744       906       909       
Feb-88    674       744       597       597       
Feb-88    691       744       1092      1092      
Feb-88    694       744       1088      1091      
Feb-88    696       744       727       728       
Feb-88    697       744       727       727       
Feb-88    698       216       302       302       
Feb-88    699       744       527       527       
Feb-88    700       744       781       781       
Feb-88    717       744       616       616       
Feb-88    719       744       1014      1014      
Feb-88    720       744       1455      1455      
Feb-88    721       744       1181      1181      
Feb-88    722       744       909       909       
Feb-88    724       744       1000      1000      
Feb-88    725       372       328       328       
Feb-88    743       744       909       909       
Feb-88    745       744       1000      1000      
Feb-88    749       744       637       637       
Feb-88    752       744       1248      1248      
Feb-88    768       744       800       800       
Feb-88    769       744       473       473       
Feb-88    770       744       437       1455      
Feb-88    771       744       962       964       
Feb-88    772       744       909       909       
Feb-88    773       744       1447      1454      
Feb-88    774       480       848       848       
Feb-88    775       744       1090      1090      
Feb-88    776       744       634       634       
Feb-88    797       552       530       530       
Feb-88    798       744       400       400       
Feb-88    799       744       347       347       
Feb-88    800       744       637       637       
Feb-88    801       744       606       636       
Feb-88    803       744       819       819       
Feb-88    804       744       1092      1092      
Feb-88    822       744       546       546       
Feb-88    823       744       546       546       
Feb-88    824       168       199       199       
Feb-88    825       744       637       637       
Feb-88    826       24        25        25        
Feb-88    827       96        91        91        
Feb-88    828       744       727       727       
Feb-88    829       744       988       988       
Feb-88    848       744       363       363       
Feb-88    849       744       357       357       
Feb-88    850       744       289       289       
Feb-88    851       648       882       882       
Feb-88    852       744       909       909       
Feb-88    853       24        22        22        
Feb-88    854       744       778       782       
Feb-88    855       744       765       765       
Feb-88    856       744       1039      1039      
Feb-88    873       96        98        98        
Feb-88    874       96        101       101       
Feb-88    877       24        24        24        
Feb-88    927       24        24        24        
Feb-88    952       24        23        23        
Mar-88    3005      744       777       777       
Mar-88    3007      744       680       680       
Mar-88    352P      744       375       375       
Mar-88    370P      744       163       163       
Mar-88    37P       744       652       652       
Mar-88    566       744       738       738       
Mar-88    567       504       374       374       
Mar-88    568       552       363       363       
Mar-88    577       744       1166      1166      
Mar-88    578       744       971       971       
Mar-88    579       744       400       400       
Mar-88    582       744       23        777       
Mar-88    583       744       521       521       
Mar-88    584       744       777       777       
Mar-88    593       744       777       777       
Mar-88    594       744       583       583       
Mar-88    596       744       777       777       
Mar-88    597       336       334       334       
Mar-88    598       744       1166      1166      
