Date	  Name      Time      Oil       Aqua
Jun-90    880       720       1066      1066      
Jun-90    881       720       717       717       
Jun-90    883       720       785       785       
Jun-90    884       720       816       816       
Jun-90    885       720       5         5         
Jun-90    893       720       894       894       
Jun-90    894       720       835       835       
Jun-90    895       720       985       985       
Jun-90    896       24        3         3         
Jun-90    897       720       5         5         
Jun-90    898       720       5         5         
Jun-90    899       720       985       985       
Jun-90    901       720       907       907       
Jun-90    902       600       13        13        
Jun-90    903       720       911       911       
Jun-90    904       720       1218      1218      
Jun-90    905       720       747       747       
Jun-90    906       720       889       889       
Jun-90    907       720       1317      1317      
Jun-90    908       720       785       785       
Jun-90    909       720       1066      1066      
Jun-90    910       720       535       804       
Jun-90    918       720       1011      1011      
Jun-90    919       720       1037      1037      
Jun-90    920       24        2         2         
Jun-90    921       720       1218      1218      
Jun-90    922       720       1270      1270      
Jun-90    923       720       804       804       
Jun-90    924       456       492       492       
Jun-90    926       720       882       1151      
Jun-90    928       720       897       897       
Jun-90    929       720       838       838       
Jun-90    930       720       1066      1066      
Jun-90    931       720       867       867       
Jun-90    932       24        3         3         
Jun-90    933       720       841       841       
Jun-90    934       720       813       813       
Jun-90    943       720       894       894       
Jun-90    944       720       894       894       
Jun-90    945       720       541       982       
Jun-90    946       384       332       332       
Jun-90    947       480       415       415       
Jun-90    948       720       856       856       
Jun-90    949       720       549       549       
Jun-90    951       720       780       780       
Jun-90    955       720       653       653       
Jun-90    957       720       894       894       
Jun-90    959       24        2         2         
Jun-90    970       720       1037      1037      
Jun-90    971       720       190       190       
Jun-90    972       720       907       907       
Jun-90    973       24        4         4         
Jun-90    974       720       870       870       
Jun-90    975       720       870       870       
Jun-90    976       720       693       693       
Jun-90    978       720       840       840       
Jun-90    979       720       843       843       
Jun-90    980       720       869       869       
Jun-90    981       720       30        30        
Jul-90    1000      744       2         2         
Jul-90    1001      744       866       866       
Jul-90    1002      744       1068      1068      
Jul-90    1003      744       940       940       
Jul-90    1006      744       653       653       
Jul-90    1019      744       866       866       
Jul-90    1020      744       2         2         
Jul-90    1021      744       2         2         
Jul-90    1022      16        19        19        
Jul-90    1025      744       658       658       
Jul-90    1026      744       627       627       
Jul-90    1044      744       437       437       
Jul-90    1045      322       202       202       
Jul-90    2282      192       147       147       
Jul-90    2283      192       140       140       
Jul-90    2301      744       339       339       
Jul-90    2303      16        19        19        
Jul-90    2304      192       134       134       
Jul-90    2321      744       115       115       
Jul-90    2322      744       116       116       
Jul-90    2323      744       115       115       
Jul-90    2324      744       1306      1306      
Jul-90    2329      744       526       677       
Jul-90    2330      744       591       591       
Jul-90    2331      744       671       671       
Jul-90    2344      744       251       251       
Jul-90    2346      744       678       678       
Jul-90    2352      744       671       671       
Jul-90    2353      744       753       753       
Jul-90    2354      744       699       699       
Jul-90    2367      744       940       940       
Jul-90    2371      744       80        80        
Jul-90    2373      744       4         4         
Jul-90    2374      744       4         4         
Jul-90    2375      744       562       637       
Jul-90    2376      744       533       609       
Jul-90    2377      744       810       810       
Jul-90    352P      744       33        33        
Jul-90    370P      744       134       134       
Jul-90    37P       744       987       987       
Jul-90    411       744       311       311       
Jul-90    4130      176       107       140       
Jul-90    4133      744       475       633       
Jul-90    4139      744       647       647       
Jul-90    4140      744       665       665       
Jul-90    4141      744       696       696       
Jul-90    4142      744       993       993       
Jul-90    4148      744       594       594       
Jul-90    4149      744       562       562       
Jul-90    4150      744       430       430       
Jul-90    4151      744       92        92        
Jul-90    4153      744       550       550       
Jul-90    4157      744       2         2         
Jul-90    4158      744       990       990       
Jul-90    4173      744       2         2         
Jul-90    4177      744       2         2         
Jul-90    4178      744       1189      1189      
Jul-90    4193      744       940       940       
Jul-90    4199      552       25        25        
Jul-90    4200      744       1014      1014      
Jul-90    4214      744       895       895       
Jul-90    4215      744       614       802       
Jul-90    4216      744       790       790       
Jul-90    4217      744       1035      1035      
Jul-90    4222      744       864       864       
Jul-90    4223      744       699       699       
Jul-90    423       62        112       112       
Jul-90    4238      744       923       923       
Jul-90    4239      744       904       904       
Jul-90    4243      744       103       137       
Jul-90    4244      336       121       138       
Jul-90    4245      744       19        2157      
Jul-90    4246      744       25        25        
Jul-90    4247      744       2         2         
Jul-90    4248      24        5         5         
Jul-90    4260      744       786       786       
Jul-90    4261      744       810       810       
Jul-90    4266      744       760       760       
Jul-90    4268      744       531       531       
Jul-90    4269      744       556       556       
Jul-90    4270      744       2         2         
Jul-90    4271      744       817       817       
Jul-90    4272      744       594       594       
Jul-90    4284      744       399       1018      
Jul-90    4285      744       837       837       
Jul-90    4289      744       732       732       
Jul-90    4290      744       727       727       
Jul-90    4294      744       143       143       
Jul-90    4295      744       168       208       
Jul-90    432       744       12        13        
Jul-90    433       744       8         8         
Jul-90    4344      744       253       253       
Jul-90    4345      62        113       113       
Jul-90    4346      24        2         2         
Jul-90    4348      200       135       154       
Jul-90    4349      15        16        18        
Jul-90    4404      744       4         4         
Jul-90    4405      744       4         4         
Jul-90    4406      744       767       767       
Jul-90    4407      744       485       648       
Jul-90    441       744       520       520       
Jul-90    4413      744       790       790       
Jul-90    4414      744       4         4         
Jul-90    4415      744       4         4         
Jul-90    442       744       25        25        
Jul-90    451       744       213       213       
Jul-90    452       744       420       420       
Jul-90    459       744       557       642       
Jul-90    460       744       89        89        
Jul-90    512       744       127       127       
Jul-90    513       744       4         4         
Jul-90    514       744       4         8         
Jul-90    515       744       643       643       
Jul-90    516       744       791       791       
Jul-90    517       744       550       550       
Jul-90    518       744       4         4         
Jul-90    536       744       232       264       
Jul-90    537       744       4         4         
Jul-90    539       24        2         2         
Jul-90    541       744       25        25        
Jul-90    542       552       70        70        
Jul-90    543       480       45        45        
Jul-90    544       744       4         4         
Jul-90    545       744       2         2         
Jul-90    546       744       2         2         
Jul-90    552       744       113       113       
Jul-90    554       576       125       125       
Jul-90    555       744       864       864       
Jul-90    556       744       864       864       
Jul-90    557       744       524       524       
Jul-90    558       744       4         4         
Jul-90    559       744       761       761       
Jul-90    563       744       4         4         
Jul-90    565       744       325       374       
Jul-90    569       744       2         3         
Jul-90    570       744       796       796       
Jul-90    571       744       577       577       
Jul-90    573       744       877       877       
Jul-90    577       744       8         8         
Jul-90    578       744       8         8         
Jul-90    579       744       8         8         
Jul-90    580       744       365       365       
Jul-90    581       744       940       940       
Jul-90    583       744       1138      1138      
Jul-90    584       744       261       261       
Jul-90    585       744       5         5         
Jul-90    586       744       2         2         
Jul-90    587       744       538       538       
Jul-90    588       744       642       642       
Jul-90    589       744       871       871       
Jul-90    592       744       662       662       
Jul-90    593       744       145       897       
Jul-90    594       744       593       642       
Jul-90    596       744       5         5         
Jul-90    598       744       1287      1287      
Jul-90    599       744       1058      1232      
Jul-90    600       744       8         8         
Jul-90    6000      744       253       253       
Jul-90    601       744       4         4         
Jul-90    602       744       822       932       
Jul-90    603       744       2         2         
Jul-90    604       744       870       870       
Jul-90    605       360       323       323       
Jul-90    606       288       278       278       
Jul-90    611       744       197       236       
Jul-90    612       744       25        25        
Jul-90    613       744       5         5         
Jul-90    614       744       283       320       
Jul-90    615       744       471       471       
Jul-90    616       744       662       662       
Jul-90    617       744       352       401       
Jul-90    620       744       704       780       
Jul-90    621       744       820       820       
Jul-90    622       744       8         8         
Jul-90    623       744       866       866       
Jul-90    624       744       874       874       
Jul-90    625       744       953       953       
Jul-90    626       744       871       1003      
Jul-90    627       744       662       1064      
Jul-90    628       168       168       168       
Jul-90    629       336       4         4         
Jul-90    630       744       728       728       
Jul-90    631       744       849       849       
Jul-90    636       744       222       516       
Jul-90    638       744       25        25        
Jul-90    640       24        3         3         
Jul-90    644       744       546       678       
Jul-90    646       744       713       808       
Jul-90    648       744       823       875       
Jul-90    650       744       947       995       
Jul-90    652       456       1         1         
Jul-90    654       576       57        57        
Jul-90    656       216       1         1         
Jul-90    658       744       750       750       
Jul-90    660       744       426       521       
Jul-90    661       744       527       527       
Jul-90    662       744       344       344       
Jul-90    663       744       535       607       
Jul-90    665       744       40        114       
Jul-90    666       744       575       749       
Jul-90    668       744       208       1316      
Jul-90    669       744       5         23        
Jul-90    670       744       323       1109      
Jul-90    671       744       8         8         
Jul-90    672       744       308       1184      
Jul-90    673       744       438       438       
Jul-90    674       744       1165      1165      
Jul-90    675       744       699       699       
Jul-90    676       744       790       790       
Jul-90    677       744       790       790       
Jul-90    678       24        2         2         
Jul-90    679       744       200       1175      
Jul-90    680       744       288       288       
Jul-90    681       744       560       560       
Jul-90    682       744       678       678       
Jul-90    683       34        28        32        
Jul-90    684       56        37        45        
Jul-90    686       744       365       365       
Jul-90    687       744       562       562       
Jul-90    688       744       350       350       
Jul-90    689       744       2         2         
Jul-90    693       744       149       693       
Jul-90    694       744       976       1158      
Jul-90    695       744       376       490       
Jul-90    696       744       95        95        
Jul-90    697       24        5         5         
Jul-90    698       744       916       916       
Jul-90    699       744       1269      1403      
Jul-90    700       744       899       1021      
Jul-90    701       744       778       778       
Jul-90    702       744       673       673       
Jul-90    703       744       2         2         
Jul-90    704       744       868       868       
Jul-90    705       744       653       653       
Jul-90    706       744       5         5         
Jul-90    707       744       551       564       
Jul-90    708       744       760       760       
Jul-90    709       744       602       602       
Jul-90    711       744       149       149       
Jul-90    712       744       143       179       
Jul-90    713       744       25        25        
Jul-90    714       744       2         2         
Jul-90    715       744       743       743       
Jul-90    716       744       654       740       
Jul-90    717       744       1252      1415      
Jul-90    718       744       1189      1189      
Jul-90    719       24        4         4         
Jul-90    720       744       1805      1988      
Jul-90    721       744       687       802       
Jul-90    722       744       23        2636      
Jul-90    723       24        4         4         
Jul-90    724       744       1118      1321      
Jul-90    725       456       3         3         
Jul-90    727       744       699       699       
Jul-90    728       744       297       297       
Jul-90    729       744       653       653       
Jul-90    730       24        3         3         
Jul-90    731       744       695       695       
Jul-90    737       744       421       446       
Jul-90    738       744       620       620       
Jul-90    741       744       708       708       
Jul-90    743       744       1319      1370      
Jul-90    745       744       374       1440      
Jul-90    747       744       8         8         
Jul-90    749       744       344       1599      
Jul-90    750       744       990       990       
Jul-90    752       24        3         3         
Jul-90    754       744       1025      1025      
Jul-90    756       24        2         2         
Jul-90    758       744       743       743       
Jul-90    764       744       258       258       
Jul-90    765       744       8         8         
Jul-90    766       744       800       800       
Jul-90    767       744       696       696       
Jul-90    769       744       1263      1263      
Jul-90    771       744       2374      2379      
Jul-90    772       744       8         8         
Jul-90    773       744       665       808       
Jul-90    774       744       914       914       
Jul-90    775       744       1005      1126      
Jul-90    776       744       17        17        
Jul-90    777       744       131       131       
Jul-90    778       744       8         8         
Jul-90    779       744       5         7         
Jul-90    780       744       995       995       
Jul-90    781       744       892       892       
Jul-90    782       744       2         2         
Jul-90    791       744       629       629       
Jul-90    792       744       755       846       
Jul-90    793       744       8         8         
Jul-90    794       264       2         2         
Jul-90    795       744       18        2120      
Jul-90    796       360       504       504       
Jul-90    797       744       1089      1089      
Jul-90    798       744       2         2         
Jul-90    801       744       2080      2080      
Jul-90    802       744       5         5         
Jul-90    803       504       939       939       
Jul-90    804       744       1287      1287      
Jul-90    805       744       1412      1412      
Jul-90    806       408       454       454       
Jul-90    807       744       1338      1338      
Jul-90    808       744       923       923       
Jul-90    810       24        2         2         
Jul-90    816       312       202       202       
Jul-90    817       744       8         8         
Jul-90    818       24        3         3         
Jul-90    819       744       1237      1237      
Jul-90    820       744       1510      1510      
Jul-90    821       744       1085      1574      
Jul-90    822       744       1338      1338      
Jul-90    823       744       966       966       
Jul-90    825       744       508       1438      
Jul-90    826       744       2         2         
Jul-90    827       744       931       931       
Jul-90    828       744       1510      1510      
Jul-90    829       744       8         8         
Jul-90    830       744       1278      1470      
Jul-90    831       504       551       563       
Jul-90    832       744       1189      1189      
Jul-90    834       744       5         5         
Jul-90    835       744       644       845       
Jul-90    843       302       204       248       
Jul-90    844       744       810       810       
Jul-90    846       744       1486      1486      
Jul-90    848       744       1115      1115      
Jul-90    850       24        2         2         
Jul-90    852       744       1290      1290      
Jul-90    854       744       1299      1437      
Jul-90    856       744       1311      1311      
Jul-90    858       576       641       641       
Jul-90    860       744       732       732       
Jul-90    868       24        20        20        
Jul-90    869       744       731       731       
Jul-90    870       744       5         5         
Jul-90    871       744       1386      1386      
Jul-90    872       552       4         4         
Jul-90    873       744       1041      1041      
Jul-90    874       744       1091      1239      
Jul-90    875       624       666       779       
Jul-90    876       480       323       698       
Jul-90    878       744       2         2         
Jul-90    879       744       1783      1783      
Jul-90    880       744       1075      1075      
Jul-90    881       744       371       371       
Jul-90    883       744       2         2         
Jul-90    884       744       823       823       
Jul-90    885       744       5         5         
Jul-90    893       744       2         2         
Jul-90    894       744       1041      1041      
Jul-90    895       744       1213      1213      
Jul-90    896       24        24        27        
Jul-90    897       744       5         5         
Jul-90    898       408       679       679       
Jul-90    899       744       1338      1338      
Jul-90    901       600       676       697       
Jul-90    902       144       130       148       
Jul-90    903       744       1014      1014      
Jul-90    904       744       1584      1584      
Jul-90    905       744       1041      1041      
Jul-90    906       744       1138      1138      
Jul-90    907       744       1322      1322      
Jul-90    908       744       2         2         
Jul-90    909       744       990       990       
Jul-90    910       744       2         3         
Jul-90    918       744       1019      1019      
Jul-90    919       744       420       420       
Jul-90    920       24        4         4         
Jul-90    921       744       1064      1064      
Jul-90    922       744       1386      1386      
Jul-90    923       744       1263      1263      
Jul-90    924       456       501       501       
Jul-90    926       744       1386      1809      
Jul-90    928       744       1115      1115      
Jul-90    929       744       792       792       
Jul-90    930       744       1064      1064      
Jul-90    931       744       2         2         
Jul-90    932       24        2         2         
Jul-90    933       744       2         2         
Jul-90    934       744       2         2         
Jul-90    943       744       966       966       
Jul-90    944       744       2         2         
Jul-90    945       744       593       1076      
Jul-90    946       744       627       627       
Jul-90    947       744       627       627       
Jul-90    948       744       862       862       
Jul-90    949       744       2         2         
Jul-90    951       744       1435      1435      
Jul-90    955       744       1115      1115      
Jul-90    957       744       2         2         
Jul-90    959       264       35        35        
Jul-90    969       216       194       194       
Jul-90    970       744       1044      1044      
Jul-90    971       744       192       192       
Jul-90    972       744       914       914       
Jul-90    973       24        2         2         
Jul-90    974       744       1486      1486      
Jul-90    975       744       2         2         
Jul-90    976       744       866       866       
Jul-90    978       744       866       866       
Jul-90    979       744       2         2         
Jul-90    980       744       876       876       
Jul-90    981       744       31        31        
Aug-90    1000      744       4         4         
Aug-90    1001      744       941       941       
Aug-90    1002      744       1159      1159      
Aug-90    1003      744       1021      1021      
Aug-90    1006      744       708       708       
Aug-90    1019      744       941       941       
Aug-90    1020      744       4         4         
Aug-90    1021      744       4         4         
Aug-90    1022      744       646       646       
Aug-90    1025      744       714       714       
Aug-90    1026      744       681       681       
Aug-90    1044      744       475       475       
Aug-90    1045      744       484       484       
Aug-90    2282      744       618       618       
Aug-90    2283      744       591       591       
Aug-90    2301      744       369       369       
Aug-90    2303      744       646       646       
Aug-90    2304      744       565       565       
Aug-90    2321      744       125       125       
Aug-90    2322      744       126       126       
Aug-90    2323      744       125       125       
Aug-90    2324      744       1417      1417      
Aug-90    2329      744       571       735       
Aug-90    2330      744       642       642       
Aug-90    2331      744       729       729       
Aug-90    2344      744       272       272       
Aug-90    2346      744       737       737       
Aug-90    2352      744       729       729       
Aug-90    2353      744       817       817       
Aug-90    2354      744       758       758       
Aug-90    2367      744       1047      1047      
Aug-90    2371      744       87        87        
Aug-90    2373      221       19        19        
Aug-90    2374      120       1         1         
Aug-90    2375      744       610       691       
Aug-90    2376      744       578       660       
Aug-90    2377      744       879       879       
Aug-90    352P      744       37        37        
Aug-90    370P      744       146       146       
Aug-90    37P       744       1072      1072      
Aug-90    411       744       337       337       
Aug-90    4130      744       452       592       
Aug-90    4133      744       515       686       
Aug-90    4139      744       703       703       
Aug-90    4140      744       721       721       
Aug-90    4141      744       755       755       
Aug-90    4142      744       1078      1078      
Aug-90    4148      744       646       646       
Aug-90    4149      744       612       612       
Aug-90    4150      744       468       468       
Aug-90    4151      744       100       100       
Aug-90    4153      744       597       597       
Aug-90    4157      744       4         4         
Aug-90    4158      744       1102      1102      
Aug-90    4173      744       4         4         
Aug-90    4177      744       4         4         
Aug-90    4178      744       1295      1295      
Aug-90    4193      744       1047      1047      
Aug-90    4199      744       38        38        
Aug-90    4200      744       1129      1129      
Aug-90    4214      744       1378      1378      
Aug-90    4215      744       2         3         
Aug-90    4216      744       2         2         
Aug-90    4217      744       1123      1123      
Aug-90    4222      744       938       938       
Aug-90    4223      744       758       758       
Aug-90    423       62        123       123       
Aug-90    4238      744       993       993       
Aug-90    4239      744       981       981       
Aug-90    4243      744       113       150       
Aug-90    4244      744       291       331       
Aug-90    4245      744       21        2379      
Aug-90    4246      744       28        28        
Aug-90    4247      240       1         1         
Aug-90    4260      744       854       854       
Aug-90    4261      744       882       882       
Aug-90    4266      744       2         2         
Aug-90    4268      744       576       576       
Aug-90    4269      744       603       603       
Aug-90    4270      384       2         2         
Aug-90    4271      744       887       887       
Aug-90    4272      744       662       662       
Aug-90    4284      216       126       321       
Aug-90    4285      744       964       964       
Aug-90    4289      744       794       794       
Aug-90    4290      744       789       789       
Aug-90    4294      744       155       155       
Aug-90    4295      744       181       225       
Aug-90    432       744       13        14        
Aug-90    433       744       9         9         
Aug-90    4344      744       276       276       
Aug-90    4345      62        124       124       
Aug-90    4348      744       509       578       
Aug-90    4349      744       532       598       
Aug-90    4404      336       2         2         
Aug-90    4405      168       1         1         
Aug-90    4406      744       832       832       
Aug-90    4407      744       526       703       
Aug-90    441       744       565       565       
Aug-90    4413      744       858       858       
Aug-90    4414      168       1         1         
Aug-90    4415      192       1         1         
Aug-90    442       528       21        21        
Aug-90    451       144       44        44        
Aug-90    452       744       457       457       
Aug-90    459       744       605       697       
Aug-90    460       744       97        97        
Aug-90    512       744       138       138       
Aug-90    513       216       1         1         
Aug-90    514       192       1         2         
Aug-90    515       744       699       699       
Aug-90    516       744       859       859       
Aug-90    517       168       1         1         
Aug-90    518       216       1         1         
Aug-90    536       168       56        64        
Aug-90    537       744       4         4         
Aug-90    544       96        1         1         
Aug-90    545       288       1         1         
Aug-90    546       288       1         1         
Aug-90    552       744       124       124       
Aug-90    555       744       523       523       
Aug-90    556       744       938       938       
Aug-90    557       744       568       568       
Aug-90    558       216       1         1         
Aug-90    559       240       266       266       
Aug-90    563       24        1         1         
Aug-90    565       744       353       406       
Aug-90    569       30        3         3         
Aug-90    570       744       865       865       
Aug-90    571       744       331       331       
Aug-90    573       96        123       123       
Aug-90    577       744       9         9         
Aug-90    578       744       9         9         
Aug-90    579       432       5         5         
Aug-90    580       264       141       141       
Aug-90    581       744       1021      1021      
Aug-90    583       744       579       579       
Aug-90    584       408       1         1         
Aug-90    585       216       2         2         
Aug-90    586       252       17        17        
Aug-90    587       240       189       189       
Aug-90    588       744       697       697       
Aug-90    589       240       168       168       
Aug-90    592       744       331       331       
Aug-90    593       744       158       980       
Aug-90    594       744       644       697       
Aug-90    596       744       7         7         
Aug-90    598       744       1396      1396      
Aug-90    599       120       1         1         
Aug-90    600       408       5         5         
Aug-90    6000      744       276       276       
Aug-90    601       312       2         2         
Aug-90    602       528       634       719       
Aug-90    603       130       6         6         
Aug-90    604       744       993       993       
Aug-90    605       744       726       726       
Aug-90    606       744       780       780       
Aug-90    611       744       214       256       
Aug-90    612       744       28        28        
Aug-90    613       744       7         7         
Aug-90    614       744       306       346       
Aug-90    615       744       511       511       
Aug-90    616       744       385       385       
Aug-90    617       744       382       435       
Aug-90    620       744       766       848       
Aug-90    621       744       891       891       
Aug-90    622       432       5         5         
Aug-90    623       744       941       941       
Aug-90    624       456       1         1         
Aug-90    625       744       1035      1035      
Aug-90    626       744       946       1089      
Aug-90    627       744       718       1155      
Aug-90    628       744       807       807       
Aug-90    629       12        2         2         
Aug-90    630       744       1213      1213      
Aug-90    631       744       1129      1129      
Aug-90    636       744       241       561       
Aug-90    638       744       28        28        
Aug-90    644       744       592       735       
Aug-90    646       744       774       877       
Aug-90    648       744       894       950       
Aug-90    650       744       1028      1080      
Aug-90    652       39        7         7         
Aug-90    654       240       26        26        
Aug-90    656       10        2         2         
Aug-90    658       744       2         2         
Aug-90    660       744       462       565       
Aug-90    661       744       572       572       
Aug-90    662       744       373       373       
Aug-90    663       744       582       660       
Aug-90    665       24        1         3         
Aug-90    666       744       624       813       
Aug-90    668       744       227       1435      
Aug-90    669       24        1         2         
Aug-90    670       312       1         2         
Aug-90    671       216       2         2         
Aug-90    672       744       335       1288      
Aug-90    673       744       1324      1324      
Aug-90    674       744       1264      1264      
Aug-90    675       744       758       758       
Aug-90    676       216       1         1         
Aug-90    677       744       882       882       
Aug-90    679       216       1         2         
Aug-90    680       216       91        91        
Aug-90    681       744       609       609       
Aug-90    682       744       2         2         
Aug-90    683       744       483       549       
Aug-90    684       744       412       499       
Aug-90    686       744       397       397       
Aug-90    687       744       612       612       
Aug-90    688       744       380       380       
Aug-90    689       360       1         1         
Aug-90    693       744       93        771       
Aug-90    694       744       1060      1257      
Aug-90    695       744       409       533       
Aug-90    696       744       882       882       
Aug-90    698       744       994       994       
Aug-90    699       744       1376      1521      
Aug-90    700       744       1315      1493      
Aug-90    701       744       843       843       
Aug-90    702       744       798       798       
Aug-90    703       216       1         1         
Aug-90    704       216       1         1         
Aug-90    705       744       708       708       
Aug-90    706       744       7         7         
Aug-90    707       216       1         1         
Aug-90    708       744       2         2         
Aug-90    709       744       2         2         
Aug-90    711       744       162       162       
Aug-90    712       744       155       194       
Aug-90    713       744       28        28        
Aug-90    714       288       1         1         
Aug-90    715       744       807       807       
Aug-90    716       744       710       803       
Aug-90    717       744       1358      1535      
Aug-90    718       144       159       269       
Aug-90    720       744       1464      2266      
Aug-90    721       744       745       870       
Aug-90    722       264       10        1059      
Aug-90    723       144       145       189       
Aug-90    724       120       157       200       
Aug-90    727       744       1020      1020      
Aug-90    728       744       323       323       
Aug-90    729       216       206       206       
Aug-90    731       744       754       754       
Aug-90    737       744       457       484       
Aug-90    738       744       673       673       
Aug-90    741       744       769       769       
Aug-90    743       744       1432      1487      
Aug-90    745       216       118       454       
Aug-90    749       744       373       1733      
Aug-90    750       96        139       139       
Aug-90    754       744       1112      1112      
Aug-90    758       744       2         2         
Aug-90    764       744       281       281       
Aug-90    765       744       9         9         
Aug-90    766       744       869       869       
Aug-90    767       744       755       755       
Aug-90    769       744       1370      1370      
Aug-90    771       744       2592      2597      
Aug-90    772       48        1         1         
Aug-90    773       744       187       995       
Aug-90    774       480       640       640       
Aug-90    775       744       1090      1221      
Aug-90    776       744       18        18        
Aug-90    777       192       142       142       
Aug-90    778       216       48        48        
Aug-90    779       744       5         7         
Aug-90    780       360       522       522       
Aug-90    781       744       968       968       
Aug-90    782       744       993       993       
Aug-90    791       744       682       682       
Aug-90    792       744       819       918       
Aug-90    793       480       5         5         
Aug-90    794       96        100       100       
Aug-90    795       24        1         78        
Aug-90    796       144       141       184       
Aug-90    797       744       1181      1181      
Aug-90    798       288       1         1         
Aug-90    801       744       1075      1075      
Aug-90    802       384       3         3         
Aug-90    803       504       710       710       
Aug-90    804       744       1396      1396      
Aug-90    805       744       1532      1532      
Aug-90    806       744       2         2         
Aug-90    807       744       1452      1452      
Aug-90    808       744       1001      1001      
Aug-90    816       744       522       522       
Aug-90    817       744       9         9         
Aug-90    819       744       1343      1343      
Aug-90    820       744       1638      1638      
Aug-90    821       744       1177      1708      
Aug-90    822       744       1452      1452      
Aug-90    823       744       1049      1049      
Aug-90    825       744       331       936       
Aug-90    826       744       4         4         
Aug-90    827       96        130       130       
Aug-90    828       744       1638      1638      
Aug-90    829       96        78        78        
Aug-90    830       744       810       932       
Aug-90    831       744       884       902       
Aug-90    832       744       1290      1290      
Aug-90    834       744       7         7         
Aug-90    835       744       2         3         
Aug-90    843       744       2         2         
Aug-90    844       744       2         2         
Aug-90    846       744       1612      1612      
Aug-90    848       744       1210      1210      
Aug-90    852       744       1406      1406      
Aug-90    854       744       1409      1559      
Aug-90    856       744       1047      1047      
Aug-90    858       744       854       854       
Aug-90    860       744       2         2         
Aug-90    868       744       2         2         
Aug-90    869       744       2         2         
Aug-90    870       192       90        149       
Aug-90    871       744       1505      1505      
Aug-90    872       264       332       332       
Aug-90    873       744       1129      1129      
Aug-90    874       744       1185      1346      
Aug-90    875       744       863       1009      
Aug-90    876       744       542       1172      
Aug-90    878       744       4         4         
Aug-90    879       744       1020      1020      
Aug-90    880       744       1102      1102      
Aug-90    881       744       404       404       
Aug-90    883       744       4         4         
Aug-90    884       744       2         2         
Aug-90    885       744       7         7         
Aug-90    893       744       4         4         
Aug-90    894       744       1129      1129      
Aug-90    895       744       1316      1316      
Aug-90    896       432       601       604       
Aug-90    897       360       3         3         
Aug-90    899       744       1452      1452      
Aug-90    901       744       2         2         
Aug-90    902       744       726       824       
Aug-90    903       744       1101      1101      
Aug-90    904       744       1720      1720      
Aug-90    905       744       1129      1129      
Aug-90    906       744       1129      1129      
Aug-90    907       744       1435      1435      
Aug-90    908       744       4         4         
Aug-90    909       744       1074      1074      
Aug-90    910       744       2         3         
Aug-90    918       744       1108      1108      
Aug-90    919       744       457       457       
Aug-90    921       744       1155      1155      
Aug-90    922       744       1505      1505      
Aug-90    923       744       1370      1370      
Aug-90    924       744       887       887       
Aug-90    926       744       860       1123      
Aug-90    928       744       1210      1210      
Aug-90    929       744       860       860       
Aug-90    930       744       1155      1155      
Aug-90    931       744       4         4         
Aug-90    933       744       4         4         
Aug-90    934       744       4         4         
Aug-90    943       744       1049      1049      
Aug-90    944       744       4         4         
Aug-90    945       744       644       1168      
Aug-90    946       744       681       681       
Aug-90    947       744       681       681       
Aug-90    948       744       936       936       
Aug-90    949       744       4         4         
Aug-90    951       744       1558      1558      
Aug-90    955       744       1210      1210      
Aug-90    957       744       4         4         
Aug-90    959       744       716       716       
Aug-90    969       744       726       726       
Aug-90    970       744       1134      1134      
Aug-90    971       744       209       209       
Aug-90    972       744       993       993       
Aug-90    974       744       1612      1612      
Aug-90    975       744       4         4         
Aug-90    976       744       941       941       
Aug-90    978       744       941       941       
Aug-90    979       744       4         4         
Aug-90    980       744       950       950       
Aug-90    981       744       35        35        
Sep-90    1000      696       4         4         
Sep-90    1001      696       880       880       
Sep-90    1002      696       1084      1084      
Sep-90    1003      696       955       955       
Sep-90    1006      696       662       662       
Sep-90    1019      696       880       880       
Sep-90    1020      696       4         4         
Sep-90    1021      696       4         4         
Sep-90    1022      696       604       604       
Sep-90    1025      696       668       668       
Sep-90    1026      696       637       637       
Sep-90    1027      144       108       108       
Sep-90    1041      16        16        16        
Sep-90    1044      696       445       445       
Sep-90    1045      696       454       454       
Sep-90    2282      696       579       579       
Sep-90    2283      696       553       553       
Sep-90    2301      696       346       346       
Sep-90    2303      696       604       604       
Sep-90    2304      696       529       529       
Sep-90    2321      696       117       117       
Sep-90    2322      696       118       118       
Sep-90    2323      696       117       117       
Sep-90    2324      696       1325      1325      
